tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	6696	0	live	SPP1	BNSP, BSPI, ETA-1, OPN	secreted phosphoprotein 1	osteopontin|SPP1/CALPHA1 fusion|early T-lymphocyte activation 1|nephropontin|osteopontin/immunoglobulin alpha 1 heavy chain constant region fusion protein|secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)|urinary stone protein|uropontin	4q22.1	4	NC_000004.12	87975714	87983411	plus	8	166490	
9606	Homo sapiens	2217	0	live	FCGRT	FCRN, FcgammaRn, alpha-chain	Fc gamma receptor and transporter	IgG receptor FcRn large subunit p51|Fc fragment of IgG receptor and transporter|Fc fragment of IgG, receptor, transporter, alpha|FcRn alpha chain|IgG Fc fragment receptor transporter alpha chain|heavy chain of the major histocompatibility complex class I-like Fc receptor|immunoglobulin receptor, intestinal, heavy chain|major histocompatibility complex class I-like Fc receptor|neonatal Fc receptor|neonatal Fc-receptor for Ig|transmembrane alpha chain of the neonatal receptor	19q13.33	19	NC_000019.10	49512661	49526428	plus	9	601437	
9606	Homo sapiens	3501	0	live	IGHG2		immunoglobulin heavy constant gamma 2 (G2m marker)	Constant region of heavy chain of IgG2|immunoglobulin gamma 2 (Gm marker)|immunoglobulin heavy constant gamma 2 (Gm marker)	14q32.33	14	NC_000014.9	105643203	105644789	minus	0	147110	
9606	Homo sapiens	3502	0	live	IGHG3	IgG3	immunoglobulin heavy constant gamma 3 (G3m marker)	C gamma 3|constant region of heavy chain of IgG3|immunoglobulin gamma 3 (Gm marker)|immunoglobulin heavy constant gamma 3 (Gm marker)|secrete-type Ig gamma heavy-chain	14q32.33	14	NC_000014.9	105765914	105771405	minus	0	147120	
9606	Homo sapiens	26762	0	live	HAVCR1	CD365, HAVCR, HAVCR-1, KIM-1, KIM1, TIM, TIM-1, TIM1, TIMD-1, TIMD1	hepatitis A virus cellular receptor 1	hepatitis A virus cellular receptor 1|T cell immunoglobin domain and mucin domain protein 1|T-cell immunoglobulin mucin family member 1|T-cell immunoglobulin mucin receptor 1|T-cell membrane protein 1|kidney injury molecule 1	5q33.3	5	NC_000005.10	157029413	157069407	minus	11	606518	
9606	Homo sapiens	23705	0	live	CADM1	BL2, IGSF4, IGSF4A, NECL2, Necl-2, RA175, ST17, SYNCAM, TSLC1, sTSLC-1, sgIGSF, synCAM1	cell adhesion molecule 1	cell adhesion molecule 1|TSLC-1|TSLC1/Nectin-like 2/IGSF4|immunoglobulin superfamily member 4|nectin-like 2|nectin-like protein 2|spermatogenic immunoglobulin superfamily|synaptic cell adhesion molecule|tumor suppressor in lung cancer 1	11q23.3	11	NC_000011.10	115169236	115504415	minus	14	605686	
9606	Homo sapiens	3507	0	live	IGHM	AGM1, MU, VH	immunoglobulin heavy constant mu	constant region of heavy chain of IgM|immunoglobulin mu chain	14q32.33	14	NC_000014.9	105851966	105856217	minus	0	147020	
9606	Homo sapiens	3811	0	live	KIR3DL1	CD158E1, KIR, KIR2DL5B/S1, NKAT-3, NKAT3, NKB1, NKB1B, KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	killer cell immunoglobulin-like receptor 3DL1|CD158 antigen-like family member E|HLA-BW4-specific inhibitory NK cell receptor|KIR antigen 3DL1|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1|natural killer-associated transcript 3|p70 NK receptor CL-2/CL-11|p70 killer cell inhibitory receptor|p70 natural killer cell receptor clones CL-2/CL-11	19q13.42	19	NC_000019.10	54816438	54830778	plus	9	604946	
9606	Homo sapiens	3309	0	live	HSPA5	BIP, GRP78, HEL-S-89n	heat shock protein family A (Hsp70) member 5	endoplasmic reticulum chaperone BiP|78 kDa glucose-regulated protein|HSP70 family protein 5|binding-immunoglobulin protein|endoplasmic reticulum lumenal Ca(2+)-binding protein grp78|epididymis secretory sperm binding protein Li 89n|glucose-regulated protein, 78kDa|heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)|heat shock protein 70 family protein 5|heat shock protein family A member 5|immunoglobulin heavy chain-binding protein	9q33.3	9	NC_000009.12	125234853	125241343	minus	8	138120	
9606	Homo sapiens	10371	0	live	SEMA3A	COLL1, HH16, Hsema-I, Hsema-III, SEMA1, SEMAD, SEMAIII, SEMAL, SemD, coll-1	semaphorin 3A	semaphorin-3A|collapsin 1|sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A|semaphorin D|semaphorin III|semaphorin L	7q21.11	7	NC_000007.14	83955777	84492725	minus	21	603961	
9606	Homo sapiens	100132285	0	live	KIR2DS2	183ActI, CD158J, CD158b, KIR-2DS2, KIR2DL1, NKAT-5, NKAT5, cl-49	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2	killer cell immunoglobulin-like receptor 2DS2|CD158 antigen-like family member J|KIR2DS2 Killer-cell Immunoglobulin-like Receptor|MHC class I NK cell receptor|NK receptor 183 ActI|killer cell immunoglobulin-like receptor KIR2DS2|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 2|killer-cell Ig-like receptor|killer-cell immunoglobulin-like receptor two domains short tail 2 protein|natural killer associated transcript 5|natural killer cell inhibitory receptor|p58 killer cell inhibitory receptor KIR-K7a|p58 natural killer cell receptor clone CL-49	19q13.4	19						604953	
9606	Homo sapiens	115352	0	live	FCRL3	CD307c, FCRH3, IFGP3, IRTA3, SPAP2	Fc receptor like 3	Fc receptor-like protein 3|Fc receptor homolog 3|IFGP family protein 3|SH2 domain-containing phosphatase anchor protein 2|fcR-like protein 3|hIFGP3|immune receptor translocation-associated protein 3|immunoglobulin superfamily receptor translocation associated protein 3	1q23.1	1	NC_000001.11	157676481	157700956	minus	17	606510	
9606	Homo sapiens	2205	0	live	FCER1A	FCE1A, FCERIA, FcERI	Fc epsilon receptor Ia	high affinity immunoglobulin epsilon receptor subunit alpha|Fc IgE receptor, alpha polypeptide|Fc epsilon RI alpha-chain|Fc fragment of IgE receptor Ia|Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide|Fc-epsilon RI-alpha|FcepsilonRI alpha chain|FcepsilonRIalpha|high affinity immunoglobulin epsilon receptor alpha-subunit|igE Fc receptor subunit alpha|immunoglobulin E receptor, high-affinity, of mast cells, alpha polypeptide	1q23.2	1	NC_000001.11	159283575	159308202	plus	7	147140	
9606	Homo sapiens	2208	0	live	FCER2	BLAST-2, CD23, CD23A, CLEC4J, FCE2, FCErII, IGEBF	Fc epsilon receptor II	low affinity immunoglobulin epsilon Fc receptor|C-type lectin domain family 4, member J|CD23 antigen|Fc fragment of IgE receptor II|Fc fragment of IgE, low affinity II, receptor for (CD23)|FcepsilonRII|fc-epsilon-RII|immunoglobulin E-binding factor|immunoglobulin epsilon-chain|lymphocyte IgE receptor	19p13.2	19	NC_000019.10	7688776	7702131	minus	12	151445	
9606	Homo sapiens	10859	0	live	LILRB1	CD85J, ILT-2, ILT2, LIR-1, LIR1, MIR-7, MIR7, PIR-B, PIRB	leukocyte immunoglobulin like receptor B1	leukocyte immunoglobulin-like receptor subfamily B member 1|CD85 antigen-like family member J|Ig-like transcript 2|immunoglobulin heavy chain variable region|leucocyte Ig-like receptor B1|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1|monocyte/macrophage immunoglobulin-like receptor 7|myeloid inhibitory receptor 7	19q13.42	19	NC_000019.10	54616322	54638022	plus	17	604811	
9606	Homo sapiens	1630	0	live	DCC	CRC18, CRCR1, HGPPS2, IGDCC1, MRMV1, NTN1R1	DCC netrin 1 receptor	netrin receptor DCC|colorectal cancer suppressor|deleted in colorectal carcinoma|immunoglobulin superfamily DCC subclass member 1|putative colorectal tumor suppressor|tumor suppressor protein DCC	18q21.2	18	NC_000018.10	52340197	53535899	plus	31	120470	
9606	Homo sapiens	6929	0	live	TCF3	AGM8, AGM8A, AGM8B, E2A, E47, ITF1, TCF-3, VDIR, bHLHb21, p75	transcription factor 3	transcription factor E2-alpha|E2A-HLF fusion transcript protein|NOL1-TCF3 fusion|VDR interacting repressor|class B basic helix-loop-helix protein 21|helix-loop-helix protein HE47|immunoglobulin transcription factor 1|kappa-E2-binding factor|negative vitamin D response element-binding protein|transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)|transcription factor ITF-1|vitamin D receptor-interacting repressor	19p13.3	19	NC_000019.10	1609292	1652615	minus	21	147141	
9606	Homo sapiens	3497	0	live	IGHE	IgE	immunoglobulin heavy constant epsilon	constant region of heavy chain of IgE|immunoglobulin epsilon	14q32.33	14	NC_000014.9	105600066	105601727	minus	0	147180	
9606	Homo sapiens	10507	0	live	SEMA4D	A8, BB18, C9orf164, CD100, COLL4, GR3, M-sema-G, SEMAJ, coll-4	semaphorin 4D	semaphorin-4D|sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D|sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, 4D	9q22.2	9	NC_000009.12	89360787	89498113	minus	34	601866	
9606	Homo sapiens	3805	0	live	KIR2DL4	CD158D, G9P, KIR-103AS, KIR-2DL4, KIR103, KIR103AS	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	killer cell immunoglobulin-like receptor 2DL4|CD158 antigen-like family member D|KIR2DL4 Killer-cell Immunoglobulin-like Receptor|KIR2DL4_00201|KIR2DL4_00201 protein|MHC class I NK cell receptor KIR103AS|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4|killer cell inhibitory receptor 103AS	19q13.42	19	NC_000019.10	54803610	54814517	plus	8	604945	
9606	Homo sapiens	3803	0	live	KIR2DL2	CD158B1, CD158b, NKAT-6, NKAT6, p58.2	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2	killer cell immunoglobulin-like receptor 2DL2|CD158 antigen-like family member B1|MHC class I NK cell receptor|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2|natural killer-associated transcript 6|p58 NK receptor CL-43|p58 natural killer cell receptor clone CL-43	19q13.4	19						604937	
9606	Homo sapiens	3813	0	live	KIR3DS1	CD158E2, KIR-123FM, KIR-G1, NKAT-10, NKAT10	killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1	killer cell immunoglobulin-like receptor 3DS1|killer cell immunoglobulin-like receptor KIR3DS1|killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1|natural killer-associated transcript 10	19q13.4	19							
9606	Homo sapiens	3804	0	live	KIR2DL3	CD158B2, CD158b, GL183, KIR-023GB, KIR-K7b, KIR-K7c, KIR2DL, KIR2DS5, KIRCL23, NKAT, NKAT2, NKAT2A, NKAT2B, p58	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	killer cell immunoglobulin-like receptor 2DL3|CD158 antigen-like family member B2|NKAT-2|killer cell immunoglobulin-like receptor two domains long cytoplasmic tail 3|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|killer inhibitory receptor cl 2-3|natural killer associated transcript 2|natural killer cell inhibitory receptor KIR2DL3|p58 NK receptor CL-6|p58 natural killer cell receptor clone CL-6|p58.2 MHC class-I specific NK receptor	19q13.42	19	NC_000019.10	54738513	54753052	plus	8	604938	
9606	Homo sapiens	3802	0	live	KIR2DL1	CD158A, KIR-K64, KIR221, KIR2DL3, NKAT, NKAT-1, NKAT1, p58.1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	killer cell immunoglobulin-like receptor 2DL1|CD158 antigen-like family member A|KIR2DL protein|KIR2DL1/3DL2|MHC class I NK cell receptor|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1|killer inhibitory receptor 2-2-1|natural killer-associated transcript 1|p58 NK cell inhibitory receptor NKR-K6|p58 NK receptor CL-42/47.11|p58 killer cell inhibitory receptor KIR-K64|p58 natural killer cell receptor clones CL-42/47.11|p58.1 MHC class-I-specific NK receptor	19q13.42	19	NC_000019.10	54769793	54784322	plus	8	604936	
9606	Homo sapiens	140885	0	live	SIRPA	BIT, CD172A, MFR, MYD-1, P84, PTPNS1, SHPS1, SIRP	signal regulatory protein alpha	tyrosine-protein phosphatase non-receptor type substrate 1|CD172 antigen-like family member A|brain-immunoglobulin-like molecule with tyrosine-based activation motifs|inhibitory receptor SHPS-1|macrophage fusion receptor|myd-1 antigen|tyrosine phosphatase SHP substrate 1	20p13	20	NC_000020.11	1894167	1940592	plus	12	602461	
9606	Homo sapiens	3809	0	live	KIR2DS4	CD158I, KIR-2DS4, KIR1D, KIR412, KKA3, NKAT-8, NKAT8	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	killer cell immunoglobulin-like receptor 2DS4|CD158 antigen-like family member I|KIR antigen 2DS4|P58 natural killer cell receptor clones CL-39/CL-17|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4|killer inhibitory receptor 4-1-2|natural killer-associated transcript 8|p50 killer cell activating receptor KAR-K1d|p58 NK receptor CL-39/CL-17	19q13.42	19	NC_000019.10	54832707	54848575	plus	8	604955	
9606	Homo sapiens	3806	0	live	KIR2DS1	CD158H, CD158a, p50.1	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 1	killer cell immunoglobulin-like receptor 2DS1|CD158 antigen-like family member H|KIR2DS1 Killer-cell Immunoglobulin-like Receptor|MHC class I NK cell receptor Eb6 ActI|killer cell immunoglobulin-like receptor KIRDS1|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 1|killer-cell immunoglobulin-like receptor	19q13.4	19						604952	
9606	Homo sapiens	3537	0	live	IGLC1	IGLC	immunoglobulin lambda constant 1	C1 segment|immunoglobulin lambda constant 1 (Mcg marker)|immunoglobulin lambda constant region 1 (Mcg marker)	22q11.22	22	NC_000022.11	22895375	22895694	plus	0	147220	
9606	Homo sapiens	3903	0	live	LAIR1	CD305, LAIR-1	leukocyte associated immunoglobulin like receptor 1	leukocyte-associated immunoglobulin-like receptor 1|immunoglobulin heavy chain variable region|leukocyte-associated Ig-like receptor 1	19q13.42	19	NC_000019.10	54351384	54376088	minus	13	602992	
9606	Homo sapiens	26018	0	live	LRIG1	LIG-1, LIG1	leucine rich repeats and immunoglobulin like domains 1	leucine-rich repeats and immunoglobulin-like domains protein 1|leucine-rich repeat protein LRIG1|ortholog of mouse integral membrane glycoprotein LIG-1	3p14.1	3	NC_000003.12	66378797	66501121	minus	23	608868	
9606	Homo sapiens	3539	0	live	IGLC3	IGLC	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	C3 segment|Ig lambda-3 chain C regions|immunoglobulin lambda constant region 3 (Kern- Oz+ marker)	22q11.22	22	NC_000022.11	22906342	22906661	plus	0		
9606	Homo sapiens	3494	0	live	IGHA2	A2M	immunoglobulin heavy constant alpha 2 (A2m marker)	constant region of heavy chain of IgA2|immunoglobulin alpha 2 (A2M marker)	14q32.33	14	NC_000014.9	105586937	105588394	minus	0	147000	
9606	Homo sapiens	10288	0	live	LILRB2	CD85D, ILT-4, ILT4, LIR-2, LIR2, MIR-10, MIR10	leukocyte immunoglobulin like receptor B2	leukocyte immunoglobulin-like receptor subfamily B member 2|CD85 antigen-like family member D|Ig-like transcript 4|leucocyte Ig-like receptor B2|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2|monocyte/macrophage immunoglobulin-like receptor 10|myeloid inhibitory receptor 10	19q13.42	19	NC_000019.10	54273812	54281110	minus	15	604815	
9606	Homo sapiens	3812	0	live	KIR3DL2	3DL2, CD158K, KIR-3DL2, NKAT-4, NKAT4, NKAT4B, p140	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	killer cell immunoglobulin-like receptor 3DL2|CD158 antigen-like family member K|KIR antigen 3DL2|MHC class I NK cell receptor|killer Ig receptor|killer cell immunoglobulin-like receptor 2DL2|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2|killer-cell immunoglobulin-like receptor|natural killer-associated transcript 4|p70 NK receptor CL-5|p70 killer cell inhibitory receptor|p70 natural killer cell receptor clone CL-5	19q13.42	19	NC_000019.10	54850443	54867207	plus	9	604947	
9606	Homo sapiens	6925	0	live	TCF4	CDG2T, E2-2, FECD3, ITF-2, ITF2, PTHS, SEF-2, SEF2, SEF2-1, SEF2-1A, SEF2-1B, SEF2-1D, TCF-4, bHLHb19	transcription factor 4	transcription factor 4|SL3-3 enhancer factor 2|class B basic helix-loop-helix protein 19|immunoglobulin transcription factor 2	18q21.2	18	NC_000018.10	55222185	55635957	minus	32	602272	
9606	Homo sapiens	11006	0	live	LILRB4	B4, CD85K, ILT-3, ILT3, LIR-5, LIR5	leukocyte immunoglobulin like receptor B4	leukocyte immunoglobulin-like receptor subfamily B member 4|CD85 antigen-like family member K|immunoglobulin-like transcript 3|leucocyte Ig-like receptor B4|leukocyte immunoglobulin-like receptor 5|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4|monocyte inhibitory receptor HM18	19q13.42	19	NC_000019.10	54662985	54668718	plus	12	604821	
9606	Homo sapiens	6614	0	live	SIGLEC1	CD169, SIGLEC-1, SN	sialic acid binding Ig like lectin 1	sialoadhesin|sialic acid binding Ig-like lectin 1, sialoadhesin|sialic acid-binding immunoglobulin-like lectin 1	20p13	20	NC_000020.11	3686970	3712600	minus	22	600751	
9606	Homo sapiens	3478	0	live	IGES		immunoglobulin E concentration, serum		5q31.1	5						147061	
9606	Homo sapiens	6405	0	live	SEMA3F	SEMA-IV, SEMA4, SEMAK	semaphorin 3F	semaphorin-3F|sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F|sema domain, immunoglobulin domain (Ig), short basic domain, secreted, 3F|semaphorin III/F|semaphorin IV	3p21.31	3	NC_000003.12	50155058	50189075	plus	23	601124	
9606	Homo sapiens	84894	0	live	LINGO1	LERN1, LRRN6A, MRT64, UNQ201	leucine rich repeat and Ig domain containing 1	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1|leucine rich repeat neuronal 6A|leucine-rich repeat and immunoglobulin domain-containing protein 1|leucine-rich repeat neuronal protein 1	15q24.3	15	NC_000015.10	77613027	77820900	minus	17	609791	
9606	Homo sapiens	91937	0	live	TIMD4	SMUCKLER, TIM4	T cell immunoglobulin and mucin domain containing 4	T-cell immunoglobulin and mucin domain-containing protein 4|T-cell immunoglobulin mucin receptor 4|T-cell membrane protein 4|TIM-4|TIMD-4	5q33.3	5	NC_000005.10	156919292	156963226	minus	10	610096	
9606	Homo sapiens	201633	0	live	TIGIT	VSIG9, VSTM3, WUCAM	T cell immunoreceptor with Ig and ITIM domains	T-cell immunoreceptor with Ig and ITIM domains|V-set and immunoglobulin domain containing 9|V-set and immunoglobulin domain-containing protein 9|V-set and transmembrane domain containing 3|V-set and transmembrane domain-containing protein 3|VSIG9, VSTM3|Washington University cell adhesion molecule	3q13.31	3	NC_000003.12	114294028	114310288	plus	5	612859	
9606	Homo sapiens	57292	0	live	KIR2DL5A	CD158F, KIR2DL5, KIR2DL5.1, KIR2DL5.3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A	killer cell immunoglobulin-like receptor 2DL5A|killer cell immunoglobulin-like receptor KIR2DL5A|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5|killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A	19p13.3	19						605305	
9606	Homo sapiens	9308	0	live	CD83	BL11, HB15	CD83 molecule	CD83 antigen|B-cell activation protein|CD83 antigen (activated B lymphocytes, immunoglobulin superfamily)|cell surface protein HB15|cell-surface glycoprotein|hCD83	6p23	6	NC_000006.12	14117256	14136918	plus	6	604534	
9606	Homo sapiens	3543	0	live	IGLL1	14.1, AGM2, CD179b, IGL1, IGL5, IGLJ14.1, IGLL, IGO, IGVPB, VPREB2	immunoglobulin lambda like polypeptide 1	immunoglobulin lambda-like polypeptide 1|CD179 antigen-like family member B|CD179b antigen|Pre-B lymphocyte-specific protein-2|ig lambda-5|immunoglobulin omega polypeptide chain|immunoglobulin-related 14.1 protein|immunoglobulin-related protein 14.1|lambda5	22q11.23	22	NC_000022.11	23573125	23580290	minus	3	146770	
9606	Homo sapiens	2206	0	live	MS4A2	APY, ATOPY, FCER1B, FCERI, IGEL, IGER, IGHER	membrane spanning 4-domains A2	high affinity immunoglobulin epsilon receptor subunit beta|Fc fragment of IgE, high affinity I, receptor for; beta polypeptide|High affinity immunoglobulin epsilon receptor beta-subunit (FcERI) (IgE Fc receptor, beta-subunit) (Fc epsilon receptor I beta-chain)|high affinity IgE receptor beta subunit|igE Fc receptor subunit beta|immunoglobulin E receptor, high affinity, beta polypeptide|membrane-spanning 4-domains subfamily A member 2	11q12.1	11	NC_000011.10	60088259	60098467	plus	8	147138	
9606	Homo sapiens	27036	0	live	SIGLEC7	AIRM-1, AIRM1, CD328, CDw328, D-siglec, QA79, SIGLEC-7, SIGLEC19P, SIGLECP2, p75, p75/AIRM1	sialic acid binding Ig like lectin 7	sialic acid-binding Ig-like lectin 7|QA79 membrane protein|adhesion inhibitory receptor molecule 1, siglec-7|sialic acid binding immunoglobulin-like lectin 7	19q13.41	19	NC_000019.10	51142301	51153526	plus	7	604410	
9606	Homo sapiens	4099	0	live	MAG	GMA, S-MAG, SIGLEC-4A, SIGLEC4A, SPG75	myelin associated glycoprotein	myelin-associated glycoprotein|sialic acid binding Ig-like lectin 4A|sialic acid-binding immunoglobulin-like lectin 4A	19q13.12	19	NC_000019.10	35292161	35313807	plus	13	159460	
9606	Homo sapiens	974	0	live	CD79B	AGM6, B29, IGB, Igbeta	CD79b molecule	B-cell antigen receptor complex-associated protein beta chain|B-cell-specific glycoprotein B29|CD79b antigen (immunoglobulin-associated beta)|CD79b molecule, immunoglobulin-associated beta|Ig-beta|immunoglobulin-associated B29 protein	17q23.3	17	NC_000017.11	63928740	63932331	minus	6	147245	
9606	Homo sapiens	3810	0	live	KIR2DS5	CD158G, NKAT9	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 5	killer cell immunoglobulin-like receptor 2DS5|CD158 antigen-like family member G|NKAT-9|killer Ig receptor|killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 5|natural killer cell inhibitory receptor|natural killer-associated transcript 9	19q13.4	19						604956	
9606	Homo sapiens	11026	0	live	LILRA3	CD85E, HM31, HM43, ILT-6, ILT6, LIR-4, LIR4	leukocyte immunoglobulin like receptor A3	leukocyte immunoglobulin-like receptor subfamily A member 3|CD85 antigen-like family member E|immunoglobulin-like transcript 6|leucocyte Ig-like receptor A3|leukocyte immunoglobulin-like receptor 4|leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3|monocyte inhibitory receptor HM43/HM31	19q13.4	19						604818	
